Company,Call Title,Publication Date,Quarter End Date,Pair Index,Turn Index,Speaker Name,Speaker Title,Speaker Role,Text,Source URL
NVIDIA,Nvidia (NVDA) Q1 2024 Earnings Call Transcript,"May 24, 2023","April 30, 2023.",1,18,Joe Moore,Morgan Stanley -- Analyst,analyst,-- Great. Thank you. I wanted to follow up on that in terms of the focus on inference. It's pretty clear that this is a really big opportunity around large language models. But the cloud customers are also talking about trying to reduce cost per query by very significant amounts. Can you talk about the ramifications of that for you guys? Is that where some of the specialty inference products that you launched at GTC come in? And just how are you going to help your customers get the cost per query down?,https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2024 Earnings Call Transcript,"May 24, 2023","April 30, 2023.",1,19,Jensen Huang,President and Chief Executive Officer,company,"-- Yeah. That's a great question. Whether you're -- whether -- you start by building a large language model, and you use that large language model, very large version, and you could distill them into medium, small, and tiny size. And the tiny sized ones, you could put in your phone and your PC and so on and so forth. And they all have good -- they all have -- it seems surprising, but they all can do the same thing. But obviously, the zero shot or the generalizability of the large language model, the biggest one is much more versatile, and it can do a lot more amazing things. And the large one would teach the smaller ones how to be good AIs, and so you use the large one to generate prompts to align the smaller ones and so on and so forth. And so, you start by building very large ones, and then you also have to train a whole bunch of smaller ones. That's exactly the reason why we have so many different sizes of our inference. You saw that I announced L4, L40, H100 NVL, which also has H100. And then, it has -- and then, we have H100 HGX, and then we have H100 multinode with NVLink. And so, there's a -- you could have model sizes of any kind that you like. The other thing that's important is these are models, but they're connected ultimately to applications. And the applications could have image in, video out, video in, text out, image in, proteins out, text in, 3D out, video in, in the future, 3D graphics out. So, the input and the output requires a lot of pre and postprocessing. The pre and postprocessing can't be ignored. And this is one of the things that most of the specialized chip arguments fall apart. And it's because the length -- the model itself is only, call it, 25% of the data -- of the overall processing of inference. The rest of it is about preprocessing, postprocessing, security, decoding, all kinds of things like that. And so, I think the -- we -- the multi-modality aspect of inference, the multidiversity of inference that it's going to be done in the cloud on-prem, it's going to be done in multi-cloud. That's the reason why we have AI Enterprise in all the clouds. It's going to be done on-prem. It's the reason why we have a great partnership with Dell we just announced the other day called Project Helix. That's going to be integrated into third-party services. That's the reason why we have a great partnership with ServiceNow and Adobe because they're going to be creating a whole bunch of generative AI capabilities. And so, there's a -- the diversity and the reach of generative AI is so broad, you need to have some very fundamental capabilities like what I just described in order to really address the whole space of it. Operator Next, we'll go to Harlan Sur with JPMorgan. Your line is open.",https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2024 Earnings Call Transcript,"May 24, 2023","April 30, 2023.",1,20,Harlan Sur,JPMorgan Chase and Company -- Analyst,analyst,"-- Hi. Good afternoon, and congratulations on the strong results and execution. I really appreciate more of the focus or some of the focus today on your networking products. I mean, it's really an integral part to sort of maximize the full performance of your compute platforms. I think your data center networking business is driving about $1 billion of revenues per quarter, plus or minus. That's 2.5x growth from three years ago, right, when you guys acquired Mellanox, so very strong growth. But given the very high attach of your InfiniBand ethernet solutions, your accelerated compute platforms, is the networking run rate stepping up in line with your compute shipments? And then, what is the team doing to further unlock more networking bandwidth going forward just to keep pace with the significant increase in compute complexity, data sets, requirements for lower latency, better traffic predictability and so on?",https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2024 Earnings Call Transcript,"May 24, 2023","April 30, 2023.",1,21,Jensen Huang,President and Chief Executive Officer,company,"-- Yeah. Harlan, I really appreciate that. Nearly everybody who thinks about AI, they think about that chip, that accelerator chip. And in fact, this is the whole point nearly completely. And I've mentioned before that accelerated computing is about the stack, about the software. And networking, remember, we announced very, very early on this networking stack called DOCA, and we have an acceleration library called Magnum IO. These two pieces of software are some of the crown jewels of our company. Nobody ever talks about it because it's hard to understand, but it makes it possible for us to connect tens of thousands of GPUs. How do you connect tens of thousands of GPUs if the operating system of the data center, which is the infrastructure, is not insanely great? And so, that's the reason why we're so obsessed about networking in the company. And one of the great things that we have, we have Mellanox, as you know quite well, was the world's highest performance and the unambiguous leader in high-performance networking. It's the reason why our two companies are together. You also see that our network expands starting from NVLink, which is a computing fabric with really super low latency, and it communicates using memory references, not network packaged. And then, we take NVLink. We connect it inside multiple GPUs, and I've described going beyond the GPU. And I'll talk a lot more about that at COMPUTEX in a few days. And then that gets connected to InfiniBand, which includes the NIC and the SmartNIC, BlueField-3 that we're in full production with and the switches. All of the fiber optics that are optimized end to end, these things are running at incredible line rates. And then, beyond that, if you want to connect the smart AI factory -- this AI factory into your computing fabric, we have a brand-new type of ethernet that we'll be announcing at COMPUTEX. And so the -- this whole area of the computing fabric extending -- connecting all of these GPUs and computing units together all the way through the networking, through the switches, the software stack is insanely complicated. And so, we're -- I'm delighted you understand it, and -- but we don't break it out particularly because we think of the whole thing as a computing platform as it should be. We sell it to all of the world's data centers as components so that they can integrate it into whatever style or architecture that they would like and we can still run our software stack. That's the reason why we break it up. It's way more complicated the way that we do it, but it makes it possible for NVIDIA's computing architecture to be integrated into anybody's data center in the world from cloud of all different kinds to on-prem of all different kinds, all the way out to the edge to 5G. And so, this way of doing it is really, really complicated, but it gives us incredible reach. Operator And our last question will come from Matt Ramsay with TD Cowen. Your line is open.",https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2024 Earnings Call Transcript,"May 24, 2023","April 30, 2023.",1,22,Matt Ramsay,Cowen and Company -- Analyst,analyst,"-- Thank you very much. Congratulations, Jensen, and to the whole team. One of the things I wanted to dig into a little bit is the DGX Cloud offering. You guys have been working on this for some time behind the scenes, where you sell in the hardware to your hyperscale partners and then lease it back for your own business. And the rest of us kind of found out about it publicly a few months ago. And as we look forward over the next number of quarters, as Colette discussed, the high visibility in the data center business, maybe you could talk a little bit about the mix you're seeing of hyperscale customers buying for their own first-party internal workloads versus their own sort of third party, their own customers versus what of that big upside in data center going forward is systems that you're selling in with potential to support your DGX Cloud offerings and what you've learned since you've launched it about the potential of that business. Thanks.",https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2024 Earnings Call Transcript,"May 24, 2023","April 30, 2023.",1,23,Jensen Huang,President and Chief Executive Officer,company,"-- Yeah. Thanks, Matt. It's -- without being too specific about numbers, but the ideal scenario, the ideal mix is something like 10% NVIDIA DGX Cloud and 90% the CSPs' clouds. And the reason -- and our DGX Cloud is the NVIDIA stack. It's the pure NVIDIA stack. It is architected the way we like and achieves the best possible performance. It gives us the ability to partner very deeply with the CSPs to create the highest-performing infrastructure, number one. Number two, it allows us to partner with the CSPs to create markets. Like for example, we're partnering with Azure to bring Omniverse Cloud to the world's industries. And the world has never had a system like that, the computing stack with all the generative AI stuff and all the 3D stuff and the physics stuff, incredibly large database and really high-speed networks and low-latency networks. That kind of a virtual -- industrial virtual world has never existed before. And so, we partnered with Microsoft to create Omniverse Cloud inside Azure Cloud. And so, it allows us, number two, to create new applications together and develop new markets together. And we go to market as one team. And we benefit by getting customers on our computing platform, and they benefit by having us in their cloud, number one. But number two, the amount of data and services and security services and all of the amazing things that Azure and GCP and OCI have, they can instantly have access to that through Omniverse Cloud. And so, it's a huge win-win. And for the customers, the way that NVIDIA's cloud works for these early applications, they could do it anywhere. So, one standard stack runs in all the clouds. And if they would like to take their software and run it on the CSP's cloud themselves and manage it themselves, we're delighted by that because NVIDIA AI Enterprise, NVIDIA AI Foundations, and long term, this is going to take a little longer, but NVIDIA Omniverse will run in the CSP's clouds. OK? So, our goal really is to drive architecture, to partner deeply in creating new markets and the new applications that we're doing and provide our customers with the flexibilities to run NVIDIA everywhere, including on-prem. And so, that -- those were the primary reasons for it. And it's worked out incredibly. Our partnership with the three CSPs and that we currently have DGX Cloud in and their sales force and marketing teams, their leadership teams is really quite spectacular. It works great. Operator Thank you. I'll now turn it back over to Jensen Huang for closing remarks.",https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q1 2024 Earnings Call Transcript,"May 24, 2023","April 30, 2023.",1,24,Jensen Huang,President and Chief Executive Officer,company,"-- The computer industry is going through two simultaneous transitions, accelerated computing and generative AI. CPU scaling has slowed, yet computing demand is strong, and now, with generative AI, supercharged. Accelerated computing, a full stack and data center scale approach that NVIDIA pioneered is the best path forward. There's $1 trillion installed in the global data center infrastructure based on the general purpose computing method of the last era. Companies are now racing to deploy accelerated computing for the generative AI era. Over the next decade, most of the world's data centers will be accelerated. We are significantly increasing our supply to meet their surging demand. Large language models can learn information encoded in many forms. Guided by large language models, generative AI models can generate amazing content with models to fine-tune, guardrail, align to guiding principles. And ground -- ground to facts, generative AI is emerging from labs and is on its way to industrial applications. As we scale with cloud and internet service providers, we are also building platforms for the world's largest enterprises. Whether within one of our CSP partners or on-prem with Dell Helix, whether on a leading enterprise platform like ServiceNow and Adobe or bespoke with NVIDIA AI Foundations, we can help enterprises leverage their domain expertise and data to harness generative AI securely and safely. We are ramping a wave of products in the coming quarters, including H100, our Grace and Grace Hopper Superchips and our BlueField-3 and Spectrum-4 networking platform. They are all in production. They will help deliver data center scale computing that is also energy-efficient and sustainable computing. Join us next week at COMPUTEX, and we'll show you what's next. Thank you. Operator [Operator signoff] Duration: 0 minutes",https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,1,Aaron Rakers,Wells Fargo Securities -- Analyst,analyst,"-- Yeah. Thanks for taking the question. Clearly, on this call, a key focal point is going to be the monetization effect of your software and cloud strategy. I think as we look at it, I think, straight up, the enterprise AI software suite, I think, is priced at around $6,000 per CPU socket. I think you've got pricing metrics a little bit higher for the cloud consumption model. I'm just curious, Colette, how do we start to think about that monetization contribution to the company's business model over the next couple of quarters relative to, I think, in the past, you've talked like a couple of hundred million or so? Just curious if you can unpack that a little bit.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,2,Colette Kress,"Executive Vice President, Chief Financial Officer",company,"-- So I'll start and turn it over to Jensen to talk more because I believe this will be a great topic and discussion also at our GTC. Our plans in terms of software, we continue to see growth even in our Q4 results, we're making quite good progress in both working with our partners, onboarding more partners and increasing our software. You are correct. We've talked about our software revenues being in the hundreds of millions. And we're getting even stronger each day as Q4 was probably a record level in terms of our software levels. But there's more to unpack in terms of there, and I'm going to turn it to Jensen.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,3,Jensen Huang,President and Chief Executive Officer,company,"-- Yeah. First of all, taking a step back, NVIDIA AI is essentially the operating system of AI systems today. It starts from data processing to learning, training, to validations, to inference. And so this body of software is completely accelerated. It runs in every cloud. It runs on-prem. And it supports every framework, every model that we know of, and it's accelerated everywhere. By using NVIDIA AI, your entire machine learning operations is more efficient, and it is more cost effective. You save money by using accelerated software. Our announcement today of putting NVIDIA's infrastructure and have it be hosted from within the world's leading cloud service providers accelerates the enterprise's ability to utilize NVIDIA AI enterprise. It accelerates people's adoption of this machine-learning pipeline, which is not for the faint of heart. It is a very extensive body of software. It is not deployed in enterprises broadly, but we believe that by hosting everything in the cloud, from the infrastructure through the operating system software, all the way through pretrained models, we can accelerate the adoption of generative AI in enterprises. And so we're excited about this new extended part of our business model. We really believe that it will accelerate the adoption of software. Operator Your next question comes from the line of Vivek Arya with Bank of America. Your line is now open.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,4,Vivek Arya,Bank of America Merrill Lynch -- Analyst,analyst,"-- Thank you. Just wanted to clarify, Colette, if you meant data center could grow on a year-on-year basis also in Q1? And then Jensen, my main question kind of relate to two small related ones. The computing intensity for generative AI, if it is very high, does it limit the market size to just a handful of hyperscalers? And on the other extreme, if the market gets very large, then doesn't it attract more competition for NVIDIA from cloud ASICs or other accelerator options that are out there in the market?",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,5,Colette Kress,"Executive Vice President, Chief Financial Officer",company,"-- Thanks for the question. First, talking about our data center guidance that we provided for Q1. We do expect a sequential growth in terms of our data center, strong sequential growth. And we are also expecting a growth year over year for our data center. We actually expect a great year. If our year-over-year growth in data center probably accelerated past Q1.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,6,Jensen Huang,President and Chief Executive Officer,company,"-- Large language models are called large because they are quite large. However, remember that we've accelerated and advanced AI processing by a million x over the last decade. Moore's Law, in its best days, would have delivered 100x in a decade. By coming up with new processors, new systems, new interconnects, new frameworks and algorithms, and working with data scientists, AI researchers on new models, across that entire span, we've made large language model processing a million times faster, a million times faster. What would have taken a couple of months in the beginning, now it happens in about 10 days. And of course, you still need a large infrastructure. And even the large infrastructure, we're introducing Hopper, which, with its transformer engine, its new NVLink switches and its new InfiniBand 400 gigabits per second data rates, we're able to take another leap in the processing of large language models. And so I think the -- by putting NVIDIA's DGX supercomputers into the cloud with NVIDIA DGX cloud, we're going to democratize the access of this infrastructure, and with accelerated training capabilities, really make this technology and this capability quite accessible. So that's one thought. The second is the number of large language models or foundation models that have to be developed is quite large. Different countries with different cultures and its body of knowledge are different. Different fields, different domains, whether it's imaging or its biology or its physics, each one of them need their own domain of foundation models. With large language models, of course, we now have a prior that could be used to accelerate the development of all these other fields, which is really quite exciting. The other thing to remember is that the number of companies in the world have their own proprietary data. The most valuable data in the world are proprietary. And they belong to the company. It's inside their company. It will never leave the company. And that body of data will also be harnessed to train new AI models for the very first time. And so we -- our strategy and our goal is to put the DGX infrastructure in the cloud so that we can make this capability available to every enterprise, every company in the world who would like to create proprietary data and so -- proprietary models. The second thing about competition. We've had competition for a long time. Our approach, our computing architecture, as you know, is quite different on several dimensions. Number one, it is universal, meaning you could use it for training, you can use it for inference, you can use it for models of all different types. It supports every framework. It supports every cloud. It's everywhere. It's cloud to private cloud, cloud to on-prem. It's all the way out to the edge. It could be an autonomous system. This one architecture allows developers to develop their AI models and deploy it everywhere. The second very large idea is that no AI in itself is an application. There's a preprocessing part of it and a post-processing part of it to turn it into an application or service. Most people don't talk about the pre and post processing because it's maybe not as sexy and not as interesting. However, it turns out that preprocessing and post-processing oftentimes consumes half or two-thirds of the overall workload. And so by accelerating the entire end-to-end pipeline, from preprocessing, from data ingestion, data processing, all the way to the preprocessing all the way to post processing, we're able to accelerate the entire pipeline versus just accelerating half of the pipeline. The limit to speed up, even if you're instantly passed if you only accelerate half of the workload, is twice as fast. Whereas if you accelerate the entire workload, you could accelerate the workload maybe 10, 20, 50 times faster, which is the reason why when you hear about NVIDIA accelerating applications, you routinely hear 10x, 20x, 50x speed up. And the reason for that is because we accelerate things end to end, not just the deep learning part of it, but using CUDA to accelerate everything from end to end. And so I think the universality of our computing -- accelerated computing platform, the fact that we're in every cloud, the fact that we're from cloud to edge, makes our architecture really quite accessible and very differentiated in this way. And most importantly, to all the service providers, because of the utilization is so high, because you can use it to accelerate the end-to-end workload and get such a good throughput, our architecture is the lowest operating cost. It's not -- the comparison is not even close. So -- and yes, those are the two answers. Operator Your next question comes from the line of C.J. Muse with Evercore. Your line is now open.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,7,C.J. Muse,Evercore ISI -- Analyst,analyst,"-- Yeah. Good afternoon. Thank you for taking the question. I guess, Jensen, you talked about ChatGPT as an inflection point kind of like the iPhone. And so curious, part A, how have your conversations evolved post ChatGPT with hyperscale and large-scale enterprises? And then secondly, as you think about Hopper with the transformative engine and Grace with high-bandwidth memory, how have you kind of your outlook for growth for those two product cycles evolved in the last few months? Thanks so much.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,8,Jensen Huang,President and Chief Executive Officer,company,"-- ChatGPT is a wonderful piece of work, and the team did a great job, OpenAI did a great job with it. They stuck with it. And the accumulation of all of the breakthroughs led to a service with a model inside that surprised everybody with its versatility and its capability. What people were surprised by, and this is in our -- and close within the industry is well understood. But the surprising capability of a single AI model that can perform tasks and skills that it was never trained to do. And for this language model to not just speak English, or can translate, of course, but not just speak human language, it can be prompted in human language, but output Python, output Cobalt, a language that very few people even remember, output Python for Blender, a 3D program. So it's a program that writes a program for another program. We now realize -- the world now realizes that maybe human language is a perfectly good computer programming language, and that we've democratized computer programming for everyone, almost anyone who could explain in human language a particular task to be performed. This new computer -- when I say new era of computing, this new computing platform, this new computer could take whatever your prompt is, whatever your human-explained request is, and translate it to a sequence of instructions that you process it directly, or it waits for you to decide whether you want to process it or not. And so this type of computer is utterly revolutionary in its application because it's democratized programming to so many people really has excited enterprises all over the world. Every single CSP, every single Internet service provider, and they're, frankly, every single software company, because of what I just explained, that this is an AI model that can write a program for any program. Because of that reason, everybody who develops software is either alerted or shocked into alert or actively working on something that is like ChatGPT to be integrated into their application or integrated into their service. And so this is, as you can imagine, utterly worldwide. The activity around the AI infrastructure that we build Hopper and the activity around inferencing using Hopper and Ampere to inference large language models, has just gone through the roof in the last 60 days. And so there's no question that whatever our views are of this year as we enter the year has been fairly, dramatically changed as a result of the last 60, 90 days. Operator Your next question comes from the line of Matt Ramsay with Cowen and Company. Your line is now open.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,9,Matt Ramsay,Cowen and Company -- Analyst,analyst,"-- Thank you very much. Good afternoon. Jensen, I wanted to ask a couple of questions on the DGX Cloud. And I guess, we're all talking about the drivers of the services and the compute that you're going to host on top of these services with the different hyperscalers. But I think we've been kind of watching and wondering when your data center business might transition to more of a systems level business, meaning pairing and D-Link InfiniBand with your Hopper product, with your Grace product, and selling things more on a systems level. I wonder if you could step back, over the next two or three years, how do you think the mix of business in your data center segment evolves from maybe selling cards to systems and software? And what can that mean for the margins of that business over time? Thank you.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,10,Jensen Huang,President and Chief Executive Officer,company,"-- Yeah. I appreciate the question. First of all, as you know, our data center business is a GPU business only in the context of a conceptual GPU because what we actually sell to the cloud service providers is a panel, a fairly large computing panel of eight Hoppers or eight Amperes that's connected with NVLink switches that are connected with NVLink. And so this board represents essentially one GPU. It's eight chips connected together into one GPU with a very high-speed chip-to-chip interconnect. And so we've been working on, if you will, multi-die computers for quite some time. And that is one GPU. So when we think about a GPU, we actually think about an HGX GPU, and that's 8 GPUs. We're going to continue to do that. And the thing that the cloud service providers are really excited about is by hosting our infrastructure for NVIDIA to offer because we have so many companies that we work directly with. We're working directly with 10,000 AI start-ups around the world, with enterprises in every industry. And all of those relationships today would really love to be able to deploy both into the cloud at least or into the cloud and on-prem and oftentimes multi-cloud. And so by having NVIDIA DGX and NVIDIA's infrastructure are full stack in their cloud, we're effectively attracting customers to the CSPs. This is a very, very exciting model for them. And they welcomed us with open arms. And we're going to be the best AI salespeople for the world's clouds. And for the customers, they now have an instantaneous infrastructure that is the most advanced. They have a team of people who are extremely good from the infrastructure to the acceleration software, the NVIDIA AI open operating system, all the way up to AI models. Within one entity, they have access to expertise across that entire span. And so this is a great model for customers. It's a great model for CSPs. And it's a great model for us. It lets us really run like the wind. As much as we will continue and continue to advance DGX AI supercomputers, it does take time to build AI supercomputers on-prem. It's hard no matter how you look at it. It takes time no matter how you look at it. And so now we have the ability to really prefetch a lot of that and get customers up and running as fast as possible. Operator Your next question comes from the line of Timothy Arcuri with UBS. Your line is now open.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,11,Timothy Arcuri,UBS -- Analyst,analyst,"-- Thanks a lot. Jensen, I had a question about what this all does to your TAM. Most of the focus right now is on text, but obviously, there are companies doing a lot of training on video and music. They're working on models there. And it seems like somebody who's training these big models has maybe, on the high end, at least 10,000 GPUs in the cloud that they've contracted and maybe tens of thousands of more to inference a widely deployed model. So it seems like the incremental TAM is easily in the several hundred thousands of GPUs and easily in the tens of billions of dollars. But I'm kind of wondering what this does to the TAM numbers you gave last year. I think you said $300 billion hardware TAM and $300 billion software TAM. So how do you kind of think about what the new TAM would be? Thanks.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,12,Jensen Huang,President and Chief Executive Officer,company,"-- I think those numbers are really good anchor still. The difference is because of the, if you will, incredible capabilities and versatility of generative AI and all of the converging breakthroughs that happened toward the middle and the end of last year, we're probably going to arrive at that TAM sooner than later. There's no question that this is a very big moment for the computer industry. Every single platform change, every inflection point in the way that people develop computers happened because it was easier to use, easier to program and more accessible. This happened with the PC revolution. This happened with the Internet revolution. This happened with mobile cloud. Remember, mobile cloud, because of the iPhone and the App Store, 5 million applications and counting emerged. There weren't 5 million mainframe applications. There weren't 5 million workstation applications. There weren't 5 million PC applications. And because it was so easy to develop and deploy amazing applications part cloud, part on the mobile device and so easy to distribute because of app stores, the same exact thing is now happening to AI. In no computing era did one computing platform, ChatGPT, reached 150 million people in 60, 90 days. I mean, this is quite an extraordinary thing. And people are using it to create all kinds of things. And so I think that what you're seeing now is just a torrent of new companies and new applications that are emerging. There's no question this is, in every way, a new computing era. And so I think this -- the TAM that we explained and expressed, it really is even more realizable today and sooner than before. Operator Your next question comes from the line of Stacy Rasgon with Bernstein. Your line is now open.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,13,Stacy Rasgon,AllianceBernstein -- Analyst,analyst,"-- Hi, guys. Thanks for taking my questions. I have a clarification and then a question both for Colette. The clarification, you said H100 revenue's higher than A100. Was that an overall statement? Or was that at the same point in time like after two-quarters of shipments? And then for my actual question. I wanted to ask about auto, specifically the Mercedes opportunity. The Mercedes had an event today, and they were talking about software revenues for their MB Drive that could be single digit or low billion euros by mid-decade and mid-billion euros by the end of the decade. And I know you guys were supposedly splitting the software revenues 50-50. Is that kind of the order of magnitude of software revenues from the Mercedes deal that you guys are thinking of and over that similar time frame? Is that how we should be modeling that? Thank you.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,14,Colette Kress,"Executive Vice President, Chief Financial Officer",company,"-- Great. Thanks, Stacy, for the question. Let me first start with your question you had about H100 and A100. We began initial shipments of H100 back in Q3. It was a great start. Many of them began that process many quarters ago. And this was a time for us to get production level to them in Q3. So Q4 was an important time for us to see a great ramp of H100 that we saw. What that means is our H100 was the focus of many of our CSPs within Q4, and they were all wanting to get both get up and running in cloud instances. And so we actually saw less of A100 in Q4 of what we saw in H100 at a larger amount. We tend to continue to sell both architectures going forward, but just in Q4, it was a strong quarter for H100. Your additional questions that you had on Mercedes Benz. I'm very pleased with the joint connection that we have with them and the work. We've been working very diligently about getting ready to come to market. And you're right. They did talk about the software opportunity. They talked about their software opportunity in two phases, about what they can do with Drive as well as what they can also do with Connect. They extended out to a position of probably about 10 years looking at the opportunity that they see in front of us. So it aligns with what our thoughts are with a long-term partner of that and sharing that revenue over time.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,15,Jensen Huang,President and Chief Executive Officer,company,"-- One of the things that, if I could add, Stacy, to say something about the wisdom of what Mercedes is doing. This is the only large luxury brand that has, across the board, from every -- from the entry all the way to the highest end of their luxury cars, to install every single one of them with a rich sensor set, every single one of them with an AI supercomputer, so that every future car in the Mercedes fleet will contribute to an installed base that could be upgradable and forever renewed for customers going forward. If you could just imagine what it looks like if the entire Mercedes fleet that is on the road today were completely programmable, that you can OTA, it would represent tens of millions of Mercedeses that would represent revenue-generating opportunity. And that's the vision that Ola has. And what they're building for, I think, it's going to be extraordinary. The large installed base of luxury cars that will continue to renew with -- for customers' benefits and also for revenue-generating benefits. Operator Your next question comes from the line of Mark Lipacis with Jefferies. Your line is now open.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
NVIDIA,Nvidia (NVDA) Q4 2023 Earnings Call Transcript,"Feb 22, 2023","December 31, 2022.",1,16,Mark Lipacis,Jefferies -- Analyst,analyst,"-- Hi. Thanks for taking my question. I think for you, Jensen, it seems like every year a new workload comes out and drives demand for your process or your ecosystem cycles. And if I think back facial recognition and then recommendation engines, natural language processing, Omniverse and now generative AI engines, can you share with us your view? Is this what we should expect going forward, like a brand-new workload that drives demand to the next level for your products? And the reason I ask is because I found it interesting your comments in your script where you mentioned that your kind of view about the demand that generative AI is going to drive for your products and now services is -- seems to be a lot, better than what you thought just over the last 90 days. So -- and to the extent that there's new workloads that you're working on or new applications that can drive next levels of demand, would you care to share with us a little bit of what you think could drive it past what you're seeing today? Thank you.",https://www.fool.com/earnings/call-transcripts/2023/02/22/nvidia-nvda-q4-2023-earnings-call-transcript/
